gid,role,role_score,cluster_id,priority_score,evidence,role_label,rank,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seed_payers,seeds_upstream,from_consolidators,betweenness,fast_out_share,max_payers_same_day,n_cycles,n_mutual,route_hits,forward_prob,flags,rule
100000004508696100,peripheral,0.85,39,0.313,"Вход 7 000 ₸ от 1 плательщика, выход 111 000 ₸ 3 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,3,7000.0,111000.0,1,4,15.8571,0,7,0,0.0,0.955,1,0,1,0,,fast_transit;mutual_transfers,none
100000001534244100,peripheral,0.8,5,0.3123,"Вход 366 000 ₸ от 2 плательщиков, выход 45 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,2,1,366000.0,45000.0,2,1,0.123,0,8,0,0.0,,2,0,0,0,,,none
100000004756901100,terminal,0.593,4,0.312,"Получил 153 248 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,153248.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001329153100,terminal,0.589,2,0.3116,"Получил 150 687 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,150687.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001046626100,terminal,0.588,7,0.3115,"Получил 150 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,150000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001961048100,terminal,0.588,31,0.3115,"Получил 150 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,150000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002459240100,terminal,0.588,7,0.3115,"Получил 150 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,150000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003486970100,terminal,0.588,7,0.3115,"Получил 150 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,150000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004358004100,distributor,0.51,3,0.3114,"seed. Рассылает 11 получателям 980 850 ₸, в среднем 89 168 ₸ на получателя; входящих плательщиков 0. Признаки веерного распределения.",Распределитель (веер),,0,True,0,11,0.0,980850.0,0,17,,0,0,0,0.0,,0,0,0,0,,seed,fan_out
100000008576243100,terminal,0.5,2,0.3112,"Получил 82 920 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,2,0,82920.0,0.0,4,0,0.0,0,8,1,0.0,,2,0,0,0,,,keeps
100000001427082100,peripheral,0.75,22,0.3111,"Вход 5 000 ₸ от 1 плательщика, выход 124 900 ₸ 5 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,5,5000.0,124900.0,1,6,24.98,0,7,0,0.0001,,1,0,0,0,,,none
100000008721637100,peripheral,0.9,8,0.3111,"Вход 24 041 ₸ от 1 плательщика, выход 127 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,2,24041.0,127000.0,1,2,5.2826,0,7,0,0.0001,0.0945,1,0,0,0,,,none
100000006530134100,terminal,0.58,7,0.3107,"Получил 144 663 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,2,0,144663.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004657034100,terminal,0.575,7,0.3101,"Получил 141 250 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,141250.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002335358100,terminal,0.573,4,0.3099,"Получил 140 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,140000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002605184100,terminal,0.573,15,0.3099,"Получил 140 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,140000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004674799100,terminal,0.573,2,0.3099,"Получил 140 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,140000.0,0.0,5,0,0.0,0,7,1,0.0,,1,0,0,0,,,keeps
100000002121357100,peripheral,0.8,5,0.3098,"Вход 255 300 ₸ от 2 плательщиков, выход 113 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,2,1,255300.0,113000.0,2,1,0.4426,0,8,0,0.0,,1,0,0,0,,,none
100000001726614100,terminal,0.571,2,0.3097,"Получил 138 717 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,138717.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002492277100,terminal,0.571,3,0.3097,"Получил 138 500 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,138500.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002738256100,transit,0.687,53,0.3093,"Получил 150 200 ₸ от 1 плательщика, передал дальше 117% (175 000 ₸) 1 получателю; 100% ушло в течение 2 дней. Признаки транзита.",Транзит,,2,False,1,1,150200.0,175000.0,1,1,1.1651,0,1,0,0.0,1.0,1,0,1,0,,fast_transit;mutual_transfers,pass_through
100000007322059100,peripheral,0.8,33,0.3093,"Вход 29 000 ₸ от 2 плательщиков, выход 22 500 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,2,1,29000.0,22500.0,2,2,0.7759,0,8,0,0.0,0.6889,1,0,1,0,,fast_transit;mutual_transfers,none
100000008582730100,transit,1.0,17,0.3093,"Получил 5 000 ₸ от 1 плательщика, передал дальше 100% (5 000 ₸) 1 получателю; 100% ушло в течение 2 дней. Признаки транзита.",Транзит,,3,False,1,1,5000.0,5000.0,1,1,1.0,0,7,1,0.0,1.0,1,0,1,0,,fast_transit;mutual_transfers,pass_through
100000002941114100,peripheral,0.8,10,0.3092,"Вход 128 510 ₸ от 2 плательщиков, выход 15 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,2,1,128510.0,15000.0,15,1,0.1167,1,8,0,0.0,1.0,2,0,1,0,,fast_transit;mutual_transfers,none
100000008376089100,terminal,0.565,31,0.3091,"Получил 135 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,135000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001688676100,terminal,0.563,17,0.3089,"Получил 133 700 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,133700.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002435265100,terminal,0.561,2,0.3087,"Получил 132 628 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,132628.0,0.0,3,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004744306100,peripheral,0.9,19,0.3085,"Вход 69 000 ₸ от 1 плательщика, выход 92 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,1,False,1,2,69000.0,92000.0,1,3,1.3333,1,8,0,0.0,,1,0,0,0,,,none
100000005456919100,terminal,0.841,44,0.3085,"Получил 479 950 ₸ от 2 плательщиков, дальше ушло только 1%. Деньги остаются.",Конечный получатель,,1,False,2,1,479950.0,5000.0,10,1,0.0104,1,1,0,0.0,1.0,2,3,1,0,,fast_transit;cycle;mutual_transfers,keeps
100000002906470100,terminal,0.557,17,0.3082,"Получил 130 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,130000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003073635100,terminal,0.556,6,0.3081,"Получил 129 231 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,129231.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003190207100,peripheral,0.9,19,0.308,"Вход 5 000 ₸ от 1 плательщика, выход 377 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,1,5000.0,377000.0,1,8,75.4,0,8,0,0.0,0.1061,1,0,0,0,,,none
100000003271151100,terminal,0.552,6,0.3078,"Получил 127 294 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,127294.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004209339100,peripheral,0.9,34,0.3077,"Вход 138 500 ₸ от 1 плательщика, выход 238 500 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,1,2,138500.0,238500.0,6,11,1.722,0,8,0,0.0,0.283,1,0,1,0,,mutual_transfers,none
100000007311010100,peripheral,0.8,3,0.3077,"Вход 64 480 ₸ от 2 плательщиков, выход 20 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,2,1,64480.0,20000.0,2,1,0.3102,1,10,0,0.0,,1,0,0,0,,,none
100000000629812100,terminal,0.5,55,0.3074,"Получил 22 000 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,2,0,22000.0,0.0,2,0,0.0,0,10,0,0.0,,1,0,0,0,,,keeps
100000002454724100,terminal,0.548,31,0.3073,"Получил 125 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,125000.0,0.0,3,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003497735100,terminal,0.548,17,0.3073,"Получил 125 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,125000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001287955100,peripheral,0.8,13,0.3072,"Вход 17 520 ₸ от 1 плательщика, выход 310 000 ₸ 4 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,1,4,17520.0,310000.0,1,5,17.6941,0,1,0,0.0007,0.741,1,0,0,0,,fast_transit,none
100000008759857100,peripheral,0.9,21,0.3072,"Вход 5 000 ₸ от 1 плательщика, выход 994 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,2,5000.0,994000.0,1,3,198.8,0,9,0,0.0,,1,0,0,0,,,none
100000004917367100,terminal,0.54,7,0.3064,"Получил 120 000 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,2,0,120000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001934935100,terminal,0.538,2,0.3062,"Получил 118 935 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,118935.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004183610100,peripheral,0.9,11,0.3061,"Вход 22 000 ₸ от 1 плательщика, выход 915 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,1,22000.0,915000.0,1,3,41.5909,0,7,0,0.0,0.0164,1,0,0,0,,,none
100000002890167100,terminal,0.536,4,0.306,"Получил 118 150 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,1,0,118150.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,keeps
100000000913911100,peripheral,0.8,3,0.3058,"Вход 467 000 ₸ от 2 плательщиков, выход 600 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,2,1,467000.0,600000.0,2,1,1.2848,0,7,0,0.0,,2,0,0,0,,,none
100000000288317100,peripheral,0.8,6,0.3056,"Вход 100 000 ₸ от 2 плательщиков, выход 53 500 ₸ 3 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,2,3,100000.0,53500.0,2,3,0.535,0,7,0,0.0001,0.3084,1,0,0,0,,,none
100000003134474100,terminal,0.532,7,0.3056,"Получил 116 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,116000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002769809100,terminal,0.527,17,0.3051,"Получил 113 422 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,113422.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000000555721100,terminal,0.527,2,0.305,"Получил 113 000 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,2,0,113000.0,0.0,3,0,0.0,1,7,0,0.0,,2,0,0,0,,,keeps
100000004408683100,terminal,0.526,4,0.305,"Получил 112 920 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,2,0,112919.68,0.0,3,0,0.0,1,7,0,0.0,,1,0,0,0,,,keeps
100000004388353100,terminal,0.5,10,0.3049,"Получил 62 960 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,2,0,62960.0,0.0,2,0,0.0,1,8,0,0.0,,1,0,0,0,,,keeps
100000003242795100,terminal,0.523,7,0.3046,"Получил 111 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,111000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004451012100,peripheral,0.85,17,0.3046,"Вход 91 245 ₸ от 1 плательщика, выход 65 740 ₸ 3 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,3,91245.0,65740.0,1,3,0.7205,0,7,0,0.0001,,1,0,0,0,,,none
100000008587459100,peripheral,0.8,2,0.3044,"Вход 181 507 ₸ от 2 плательщиков, выход 686 500 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,2,2,181507.0,686500.0,2,4,3.7822,0,7,0,0.0,,1,39,0,0,,cycle,none
100000001851289100,terminal,0.52,4,0.3043,"Получил 109 510 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,1,0,109510.0,0.0,3,0,0.0,1,7,0,0.0,,1,0,0,0,,,keeps
100000000440392100,terminal,0.512,4,0.3035,"Получил 105 705 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,1,0,105705.0,0.0,4,0,0.0,1,7,0,0.0,,1,0,0,0,,,keeps
100000003760160100,terminal,0.509,7,0.3032,"Получил 104 470 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,104470.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000000802149100,terminal,0.509,2,0.3031,"Получил 104 128 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,104128.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001524952100,terminal,0.508,2,0.3031,"Получил 103 807 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,1,0,103807.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,keeps
100000005893892100,terminal,0.506,7,0.3028,"Получил 102 780 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,102780.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002609774100,peripheral,0.9,9,0.3027,"Вход 7 700 ₸ от 1 плательщика, выход 27 500 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,1,False,1,1,7700.0,27500.0,1,1,3.5714,1,7,0,0.0003,,1,0,0,0,,,none
100000000933075100,peripheral,0.9,12,0.3023,"Вход 40 000 ₸ от 1 плательщика, выход 55 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,2,40000.0,55000.0,1,2,1.375,0,8,0,0.0,0.7273,1,0,1,0,,fast_transit;mutual_transfers,none
100000002087788100,terminal,0.501,7,0.3023,"Получил 100 500 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,100500.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000002550141100,terminal,0.501,6,0.3023,"Получил 100 586 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,100586.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003112436100,terminal,0.5,4,0.3022,"Получил 100 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,1,0,100000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003647799100,terminal,0.5,7,0.3022,"Получил 100 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,100000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000006100920100,terminal,0.5,2,0.3022,"Получил 100 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,100000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000007653003100,terminal,0.5,16,0.3022,"Получил 100 000 ₸ от 1 плательщика, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,1,0,100000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000004315838100,peripheral,0.8,3,0.3021,"Вход 50 000 ₸ от 2 плательщиков, выход 18 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,2,1,50000.0,18000.0,2,1,0.36,1,10,0,0.0,,1,0,0,0,,,none
100000000583220100,peripheral,0.9,67,0.3015,"Вход 5 000 ₸ от 1 плательщика, выход 761 255 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,1,5000.0,761255.0,1,4,152.251,0,7,0,0.0,0.0525,1,0,0,0,,,none
100000001541418100,terminal,0.5,9,0.3015,"Получил 96 900 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,2,0,96900.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000001484381100,terminal,0.5,9,0.3012,"Получил 95 585 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,2,0,95585.0,0.0,4,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000005140601100,peripheral,0.7,6,0.3006,"Вход 52 685 ₸ от 3 плательщиков, выход 195 300 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,3,2,52685.0,195300.0,4,5,3.7069,0,7,0,0.0,0.9744,2,0,2,0,,fast_transit;mutual_transfers,none
100000005375968100,peripheral,0.9,2,0.3006,"Вход 170 082 ₸ от 1 плательщика, выход 86 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,2,170082.0,86000.0,1,4,0.5056,0,7,0,0.0,0.3488,1,0,0,0,,,none
100000006664478100,transit,0.873,28,0.3002,"Получил 55 000 ₸ от 1 плательщика, передал дальше 109% (60 000 ₸) 2 получателям; 67% ушло в течение 2 дней. Признаки транзита.",Транзит,,3,False,1,2,55000.0,60000.0,3,2,1.0909,0,1,0,0.0,0.6667,1,0,0,0,,fast_transit,pass_through
100000008516839100,terminal,0.595,19,0.2994,"seed. Получил 155 000 ₸ от 3 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 0). Деньги остаются.",Конечный получатель,,0,True,3,0,155000.0,0.0,4,0,0.0,1,10,0,0.0,,2,0,0,0,,seed,keeps
100000000607941100,peripheral,0.8,4,0.2984,"Вход 50 000 ₸ от 2 плательщиков, выход 70 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,2,1,50000.0,70000.0,3,4,1.4,0,7,0,0.0001,0.2857,1,0,1,0,,mutual_transfers,none
100000002677201100,peripheral,0.9,5,0.2984,"Вход 150 000 ₸ от 1 плательщика, выход 87 750 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,1,150000.0,87750.0,1,1,0.585,0,8,0,0.0,,1,0,0,0,,,none
100000004424023100,peripheral,0.9,8,0.2982,"Вход 50 000 ₸ от 1 плательщика, выход 100 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,1,1,50000.0,100000.0,1,1,2.0,0,9,0,0.0,,1,0,0,0,,,none
100000004500444100,peripheral,0.8,14,0.2979,"Вход 180 000 ₸ от 2 плательщиков, выход 74 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,2,1,180000.0,74000.0,7,5,0.4111,0,7,0,0.0,1.0,1,0,0,0,,fast_transit,none
100000001236706100,peripheral,0.7,11,0.2976,"Вход 142 700 ₸ от 3 плательщиков, выход 36 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,3,2,142700.0,36000.0,3,2,0.2523,0,7,0,0.0,,2,0,0,0,,,none
100000002156381100,peripheral,0.8,34,0.2976,"Вход 61 000 ₸ от 2 плательщиков, выход 21 800 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,2,1,61000.0,21800.0,7,3,0.3574,0,8,0,0.0,0.2294,2,0,1,0,,mutual_transfers,none
100000003917461100,peripheral,0.9,12,0.2973,"Вход 10 000 ₸ от 1 плательщика, выход 140 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,2,10000.0,140000.0,1,5,14.0,0,9,0,0.0,0.0714,1,0,1,0,,mutual_transfers,none
100000005857058100,terminal,0.5,2,0.2971,"Получил 80 222 ₸ от 3 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 3). Деньги остаются.",Конечный получатель,,3,False,3,0,80222.0,0.0,3,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
100000003215448100,peripheral,0.9,6,0.2966,"Вход 91 309 ₸ от 1 плательщика, выход 124 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,3,False,1,2,91309.0,124000.0,1,4,1.358,0,7,0,0.0,0.0645,1,0,0,0,,,none
100000002713074100,peripheral,0.8,16,0.296,"Вход 700 000 ₸ от 2 плательщиков, выход 430 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,2,1,700000.0,430000.0,2,2,0.6143,0,7,0,0.0,,2,0,0,0,,,none
100000005904580100,terminal,0.5,12,0.2947,"Получил 72 000 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,2,0,72000.0,0.0,2,0,0.0,0,7,0,0.0,,2,0,0,0,,,keeps
100000004603109100,peripheral,0.7,24,0.294,"Вход 2,73 млн ₸ от 3 плательщиков, выход 400 000 ₸ 2 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,3,2,2730000.0,400000.0,8,2,0.1465,0,2,1,0.0,1.0,2,5,1,2,,fast_transit;cycle;mutual_transfers;recurring_route,none
100000001166289100,terminal,0.929,1,0.2934,"Получил 721 039 ₸ от 2 плательщиков, дальше ушло только 3%. Деньги остаются.",Конечный получатель,,2,False,2,1,721039.0,25000.0,10,1,0.0347,0,1,0,0.0,1.0,1,0,1,0,,fast_transit;mutual_transfers,keeps
100000005493505100,terminal,0.5,11,0.2929,"seed. Получил 62 020 ₸ от 3 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 0). Деньги остаются.",Конечный получатель,,0,True,3,0,62020.0,0.0,3,0,0.0,1,11,0,0.0,,1,0,0,0,,seed,keeps
100000006994985100,peripheral,0.9,8,0.2924,"Вход 48 500 ₸ от 1 плательщика, выход 10 200 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,1,48500.0,10200.0,2,2,0.2103,0,7,0,0.0,1.0,1,0,0,2,,fast_transit;recurring_route,none
100000003235780100,terminal,0.5,2,0.2923,"Получил 65 000 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 1). Деньги остаются.",Конечный получатель,,1,False,2,0,65000.0,0.0,2,0,0.0,1,7,0,0.0,,1,0,0,0,,,keeps
100000008571443100,terminal,0.5,11,0.2923,"Получил 65 000 ₸ от 2 плательщиков, исходящих от 5 000 ₸ в июле нет (колено 2). Деньги остаются.",Конечный получатель,,2,False,2,0,65000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,keeps
