a,b,c,times,sum_in_kzt,sum_out_kzt
100000005578559100,100000005704413100,100000008379273100,2,36834.67,40000.0
100000005910114100,100000008603629100,100000007197866100,2,77718.0,40000.0
100000005268319100,100000002957787100,100000004071080100,2,39000.0,39000.0
100000005287097100,100000003016635100,100000002609774100,2,26500.0,38500.0
100000000031787100,100000000267734100,100000003188607100,2,40000.0,36000.0
100000003796063100,100000008165763100,100000001251686100,2,45200.0,36000.0
100000005578559100,100000005704413100,100000002748040100,2,36834.67,36000.0
100000006518161100,100000005660203100,100000006882208100,2,52000.0,36000.0
100000008314203100,100000008637537100,100000005940652100,2,60000.0,33580.0
100000004400305100,100000004071080100,100000004071070100,2,29000.0,31000.0
100000005287097100,100000004156082100,100000001138376100,2,50500.0,30600.0
100000005287097100,100000003016635100,100000008173359100,2,69000.0,30550.0
100000004847758100,100000003684369100,100000005093521100,2,41000.0,30400.0
100000008304139100,100000003684369100,100000005093521100,2,63000.0,30400.0
100000000031787100,100000000267734100,100000004573782100,2,40000.0,30000.0
100000003016635100,100000000667713100,100000002481735100,2,41195.0,30000.0
100000003796063100,100000006866783100,100000000961900100,2,67500.0,30000.0
100000004351795100,100000000437046100,100000008293431100,2,107000.0,30000.0
100000005519998100,100000004076740100,100000005932987100,2,40000.0,30000.0
100000005910114100,100000006866783100,100000000089154100,2,75762.0,30000.0
100000008258083100,100000000673868100,100000001785161100,2,644100.0,30000.0
100000008512552100,100000003242289100,100000004580254100,2,190300.0,29740.0
100000008636603100,100000003016635100,100000007511163100,2,43200.0,29332.0
100000001660397100,100000006866783100,100000000961900100,2,24000.0,27000.0
100000005910114100,100000006866783100,100000000961900100,2,52381.0,27000.0
100000007639767100,100000008603629100,100000001857829100,2,78250.0,27000.0
100000005287097100,100000004156082100,100000003927792100,2,50500.0,26134.0
100000001049200100,100000004156082100,100000002742067100,2,21000.0,25460.0
100000005910114100,100000002957787100,100000004071080100,2,62942.0,24000.0
100000005287097100,100000003016635100,100000003886323100,2,18000.0,23379.0
100000008632060100,100000004400305100,100000002435265100,2,40000.0,23150.0
100000001660397100,100000006866783100,100000008686313100,2,24000.0,22295.0
100000008636603100,100000003016635100,100000004206046100,2,43200.0,22150.0
100000005287097100,100000003016635100,100000002592567100,2,94000.0,21188.0
100000005910114100,100000002957787100,100000005268319100,2,45856.0,21090.0
100000002957787100,100000004071080100,100000003086040100,2,15000.0,21000.0
100000001049200100,100000004156082100,100000005030592100,2,21000.0,20000.0
100000002958343100,100000000274067100,100000006490557100,2,70000.0,20000.0
100000004358004100,100000008165763100,100000000912487100,2,120000.0,20000.0
100000008304139100,100000006866783100,100000000089154100,2,59000.0,20000.0
100000002731501100,100000004160650100,100000004005964100,2,40000.0,19800.0
100000004077081100,100000002398779100,100000008576243100,2,315000.0,19000.0
100000005910114100,100000002957787100,100000004662806100,2,45856.0,18010.0
100000006866783100,100000000011452100,100000005140601100,2,60000.0,17370.0
100000005287097100,100000003016635100,100000000507799100,2,18000.0,15396.0
100000005661829100,100000008546855100,100000007689942100,2,33790.0,15000.0
100000005661829100,100000008546855100,100000008582730100,2,33790.0,15000.0
100000005910114100,100000002957787100,100000004493586100,2,45856.0,15000.0
100000005287097100,100000003016635100,100000001987030100,2,14000.0,14392.0
100000008636603100,100000003016635100,100000001049200100,2,43200.0,12028.0
100000008636603100,100000003016635100,100000007281639100,2,43200.0,12000.0
100000008636603100,100000003016635100,100000002592567100,2,43200.0,10594.0
100000006788200100,100000006994985100,100000007140834100,2,48500.0,10200.0
100000000437046100,100000008686313100,100000008546855100,2,353200.0,10000.0
100000001530983100,100000007777377100,100000001427082100,2,73290.0,10000.0
100000004820260100,100000005339662100,100000005175148100,2,12750.0,10000.0
100000005910114100,100000002957787100,100000007267915100,2,45856.0,10000.0
